epsilon,frame_errors,decoded_words,frame_error_rate,runtime_seconds
0.089999999999999997,347,656,0.52896341463414631,0.024911220000000001
0.080000000000000002,342,880,0.38863636363636361,0.016796110999999999
0.070000000000000007,332,1215,0.27325102880658436,0.018854057
0.059999999999999998,322,1828,0.17614879649890591,0.023256293000000001
0.050000000000000003,313,3712,0.084321120689655166,0.035788807999999998
0.040000000000000001,308,7889,0.039041703637976932,0.062463156999999998
0.029999999999999999,303,25171,0.012037662389257478,0.163444699
0.02,301,117789,0.002555416889522791,0.66541451399999996
0.01,300,1946755,0.0001541025963719112,8.7344160419999994
0.0090000000000000011,300,2749629,0.00010910562843205392,11.820894284
0.0080000000000000002,300,4361295,6.8786908475578932e-05,17.832181560999999
0.0070000000000000001,300,6714099,4.4682093606305179e-05,25.898994238
0.0060000000000000001,300,9710443,3.089457401685999e-05,34.964062786
0.0050000000000000001,300,15273892,1.9641359255388215e-05,50.598904048000001
0.0040000000000000001,300,24228659,1.2382030718249822e-05,72.374372222999995
0.0030000000000000001,300,38863127,7.7193994194033849e-06,101.934309103
0.002,300,70614658,4.2484097281898611e-06,157.21718288100001
0.001,251,100000000,2.5100000000000001e-06,177.60664158200001
