epsilon,frame_errors,decoded_words,frame_error_rate,runtime_seconds
0.089999999999999997,342,1055,0.32417061611374409,0.013504542
0.080000000000000002,329,1575,0.2088888888888889,0.011435842999999999
0.070000000000000007,322,2189,0.14709913202375513,0.013373532
0.059999999999999998,314,3528,0.089002267573696142,0.017769408
0.050000000000000003,319,7839,0.040693966067100393,0.030890521000000001
0.040000000000000001,303,17355,0.017458945548833191,0.057096374999999998
0.029999999999999999,300,51935,0.0057764513333975163,0.14260023199999999
0.02,300,259560,0.0011558021266759131,0.58554435900000001
0.01,300,3845797,7.8007237511496311e-05,6.294700851
0.0090000000000000011,300,5969138,5.0258513038230983e-05,9.3211774060000003
0.0080000000000000002,300,9245228,3.2449172697525687e-05,13.72911611
0.0070000000000000001,300,14401636,2.0830966704060567e-05,20.289074398
0.0060000000000000001,300,24157328,1.241859198997505e-05,32.234803167000003
0.0050000000000000001,300,38176808,7.8581739992510629e-06,48.098035531999997
0.0040000000000000001,300,66135521,4.5361402687067359e-06,78.721980341999995
0.0030000000000000001,300,85436479,3.5113806597764872e-06,98.115745091999997
0.002,202,100000000,2.0200000000000001e-06,113.547847121
0.001,136,100000000,1.3599999999999999e-06,111.399672376
